source,reprint,full_text,day_manual,num_chron_refs,lang_orig,any_date,writing_start_month,written,dubious,dated_day,type,cancelled,reg_section,posthumous,published,_id,ent_num,dated,french_title,scraped,month_combined,more_info,english_title,month_manual,spanish_title,pub_day,year_manual,writing_start_day,writing_end_day,writing_end_month,writing_end_year,notes,writing_end_approx,Chronicle_OCR,auth,translation,dated_month,day_combined,dated_year,pub_month,pub_year,writing_start_year,title,ent_id,Misc_Txt_Index,writing_start_approx,link,german_title,M_involved,year_combined,chron_refs,sampled
MEW 15:454-57.,,"A London workers’ meeting. [G] Ein Londoner Arbeitermeeting. (D) 1862: Jan 28. (P) Feb 2, in Die Presse. N/s. (S) MEW 15:454-57. (Tr) ST/MElOc (CWUS) 139; ST/ME5 (AB) 333; ST/ME44a (OB) 459; ST/ M79 (Pad/2) 157. -> 62:10.",,1,"[""German""]",1,,,,28,"[""Journalism""]",,M,,"Feb 2, in Die Presse. N/s.",ObjectId(630af2b35e934cb195acb146),482,1862: Jan 28.,,true,Jan,,,,,,,,,,,,,,,ST/MElOc (CWUS) 139; ST/ME5 (AB) 333; ST/ME44a (OB) 459; ST/ M79 (Pad/2) 157. -> 62:10.,Jan,28,1862,,,,A London workers’ meeting.,M0482,,,,Ein Londoner Arbeitermeeting.,true,1862,"[""recrRo5cAAjmYy3fH""]",true
,"ST/ME5 (AB) 249; ST/ME2 (AJ) 137; ST/ME44b (OB) 450, lacking first para; datelined Aug 1 erroneously.","Lord John Russell. [E] (W) 1855: prob Aug A. (P) Aug 28, in NYDT, #4479, pp. 5f, 6abcd. N/s. (Re) ST/ME5 (AB) 249; ST/ME2 (AJ) 137; ST/ME44b (OB) 450, lacking first para; datelined Aug 1 erroneously. (++) This version not in MEW; cf. #M486. -> 55:36.",,1,"[""English""]",1,Aug,1855: prob Aug A.,,,"[""Journalism"",""Not in MEW""]",,M,,"Aug 28, in NYDT, #4479, pp. 5f, 6abcd. N/s.",ObjectId(630af2b35e934cb195acb14b),487,,,true,Aug,This version not in MEW; cf. #M486. -> 55:36.,,,,,,A,,,,,,,,,,A,,,,1855,Lord John Russell.,M0487,,,,,true,1855,"[""rec4gho0yZaQCSWhG""]",true
"MEW 1:26-27; MEGA I, 1.1:151.",,"{D&A} Luther as arbiter between Strauss and Feuerbach. [G] Luther als Schiedsrichter zwischen Strauss und Feuerbach. (W) 1842: Jan D. (P) 1843: in ST/3 (Anekdota). Signed: Kein Berliner [Not a Berliner). (S) MEW 1:26-27; MEGA I, 1.1:151. (Tr) ST/M114 (WYM) 93; ST/M25 (ET) 23; ST/M83 (Pad/5) 32. (++) Of this article, long accepted as M’s, the preface to MECW I now states: “recent research has proved that it was not written by Marx.""",,0,"[""German""]",1,Jan,1842: Jan D.,true,,"[""Dubiosa""]",,M,,1843: in ST/3 (Anekdota). Signed: Kein Berliner [Not a Berliner).,ObjectId(630af2b35e934cb195acb152),493,,,true,Jan,"Of this article, long accepted as M’s, the preface to MECW I now states: “recent research has proved that it was not written by Marx.""",,,,,,D,,,,,,,,ST/M114 (WYM) 93; ST/M25 (ET) 23; ST/M83 (Pad/5) 32.,,D,,,,1842,Luther as arbiter between Strauss and Feuerbach,M0493,,,,Luther als Schiedsrichter zwischen Strauss und Feuerbach.,true,1842,,true
MEW 6:334-35.,,"The March Association. [G] Der Märzverein. (D) 1849: Mar 10. (P) Mar 11, in NRZ. N/s. (S) MEW 6:334-35. (Tr) MECW 9:36. -*49:15.",,1,"[""German""]",1,,,,10,"[""Journalism""]",,M,,"Mar 11, in NRZ. N/s.",ObjectId(630af2b35e934cb195acb155),496,1849: Mar 10.,,true,Mar,,,,,,,,,,,,,,,MECW 9:36. -*49:15.,Mar,10,1849,,,,The March Association.,M0496,,,,Der Märzverein.,true,1849,"[""recWIsVX6LBzrWUlC""]",true
MEW 11:481.,,"General Simpson’s resignation—In Parliament. [G] General Simpsons Abdankung—Aus dem Parlamente. (D) 1855: Aug 3. (P) Aug 6, in NOZ. N/s. (S) MEW 11:481. (Tr) MECW 14:470 (“...from Parliament”). -> 55:35.",,1,"[""German""]",1,,,,3,"[""Journalism""]",,M,,"Aug 6, in NOZ. N/s.",ObjectId(630af2b35e934cb195acb0b1),349,1855: Aug 3.,,true,Aug,,,,,,,,,,,,,,,MECW 14:470 (“...from Parliament”). -> 55:35.,Aug,3,1855,,,,General Simpson’s resignation—In Parliament.,M0349,,,,General Simpsons Abdankung—Aus dem Parlamente.,true,1855,"[""recq36BxVlsnFwr8s""]",true
MEW 11:282-84.,,"The great Parliamentary debate. [G] Die grosse parlamentarische Debatte. (D) 1855: June 9. (P) June 12, in NOZ. N/s. (S) MEW 11:282-84. (Tr) MECW 14:257. -> 55:23.",,1,"[""German""]",1,,,,9,"[""Journalism""]",,M,,"June 12, in NOZ. N/s.",ObjectId(630af2b35e934cb195acb0b9),356,1855: June 9.,,true,Jun,,,,,,,,,,,,,,,MECW 14:257. -> 55:23.,Jun,9,1855,,,,The great Parliamentary debate.,M0356,,,,Die grosse parlamentarische Debatte.,true,1855,"[""recox5Om5at1Z2Pqk""]",true
"MEW 1:200. —MEGA I, 1.1:393.",,"Announcement. [G] Erklärung. (D) 1843: Mar 17. (P) Mar 18, in RZ. Signed: Dr. Marx [as editor). —Mar 19-29, widely repr’d in German papers. (S) MEW 1:200. —MEGA I, 1.1:393. (Tr) MECW 1:376. (++) Erklärung, the title, is usually transd “statement” or “declaration.” -> 43:8.",,1,"[""German""]",1,,,,17,"[""Public Statements""]",,M,,"Mar 18, in RZ. Signed: Dr. Marx [as editor). —Mar 19-29, widely repr’d in German papers.",ObjectId(630af2b35e934cb195acb0d3),38,1843: Mar 17.,,true,Mar,"Erklärung, the title, is usually transd “statement” or “declaration.” -> 43:8.",,,,18,,,,,,,,,,MECW 1:376.,Mar,17,1843,Mar,1843,,Announcement.,M0038,,,,Erklärung.,true,1843,"[""recpfbpNeo06FXYwO""]",true
MEW Eb.l:438—42.,,"Illustrations of the latest exercise in cabinet style of Friedrich Wilhelm IV. [G] Illustrationen zu der neuesten Kabinettsstilübung Friedrich Wilhelm IV. (W) 1844: Aug c.15. (P) Aug 17, in Vorwärts (Paris). (S) MEW Eb.l:438—42. (Tr) MECW 3:207. -* 44:25.",,1,"[""German""]",1,Aug,1844: Aug c.15.,,,"[""Journalism""]",,M,,"Aug 17, in Vorwärts (Paris).",ObjectId(630af2b35e934cb195acb0d7),383,,,true,Aug,,,,,,,15,,,,,,,,MECW 3:207. -* 44:25.,,15,,,,1844,Illustrations of the latest exercise in cabinet style of Friedrich Wilhelm IV.,M0383,,true,,Illustrationen zu der neuesten Kabinettsstilübung Friedrich Wilhelm IV.,true,1844,"[""recnQpqBSgiGGQgML""]",true
,%ST/M80 (Pad/6) 74.,"Important British documents. |E] (D) 1858: Apr 30. (P) May 20, in NYDT, #5329, p. 6ab, under the rubric “Europe."" N/s. (Re) %ST/M80 (Pad/6) 74. (++) In MEW 12:456-62. -*58:23.",,1,"[""English""]",1,,,,30,"[""Journalism""]",,M,,"May 20, in NYDT, #5329, p. 6ab, under the rubric “Europe."" N/s.",ObjectId(630af2b35e934cb195acb0d8),384,1858: Apr 30.,,true,Apr,In MEW 12:456-62. -*58:23.,,,,,,,,,,,,,,,Apr,30,1858,,,,Important British documents.,M0384,,,,,true,1858,"[""recCAuK5zPtfbAsTY""]",true
,ST/ME45d (OC) 134; ST/ME18 (FIWI) 72; ST/M58 (OCM) 216; ST/ME2 (AJ) 158 (“Torture as a financial institution in British India”). —In MEW 12:268-73. -> 57:39.,"Investigation of torture in India. [Untitled article] [E] (W) 1857: Aug 28. (P) Sep 17, in NYDT, #5120, p. 4de. Lead article; n/s. (Re) ST/ME45d (OC) 134; ST/ME18 (FIWI) 72; ST/M58 (OCM) 216; ST/ME2 (AJ) 158 (“Torture as a financial institution in British India”). —In MEW 12:268-73. -> 57:39.",,1,"[""English""]",1,Aug,1857: Aug 28.,,,"[""Journalism""]",,M,,"Sep 17, in NYDT, #5120, p. 4de. Lead article; n/s.",ObjectId(630af2b35e934cb195acb102),421,,,true,Aug,,,,,,,28,,,,,,,,,,28,,,,1857,Investigation of torture in India. [Untitled article],M0421,,,,,true,1857,"[""rec9PI1sZp9GA5ngU""]",true
MECW 14:673-80.,,"Kars Papers curiosities. [E] (W) 1856: Apr c.26. (P) May 3, in the Free Press and the Sheffield Free Press. Signed: Karl Marx. (S) MECW 14:673-80. (++) This was M's summarization of his series on the fall of Kars (#M308), made for the Urquhart press. For M’s covering letter, see #M908.5. —Not in MEW, which notes its existence (with incorrect information) in MEW 11:687 n.315. —>56:17,21.",,2,"[""English""]",1,Apr,1856: Apr c.26.,,,"[""Not in MEW""]",,M,,"May 3, in the Free Press and the Sheffield Free Press. Signed: Karl Marx.",ObjectId(630af2b35e934cb195acb107),426,,,true,Apr,"This was M's summarization of his series on the fall of Kars (#M308), made for the Urquhart press. For M’s covering letter, see #M908.5. —Not in MEW, which notes its existence (with incorrect information) in MEW 11:687 n.315. —>56:17,21.",,,,,,26,,,,,,,,,,26,,,,1856,Kars Papers curiosities.,M0426,,true,,,true,1856,"[""recvtXtDMPAgbIRQ6"",""recECB6Hg7rKTo9GI""]",true
MEW 5:198-201.,,"Legal proceedings against the Neue Rheinische Zeitung. |G] Gerichtliche Untersuchung gegen die “Neue Rheinische Zeitung.” (D) 1848: July 10. (P) July 11, in NRZ. N/s. (S) MEW 5:198-201. (Tr) MECW 7:208; ST/M81 (Pad/4) 117. -> 48:45.",,1,"[""German""]",1,,,,10,"[""Journalism""]",,M,,"July 11, in NRZ. N/s.",ObjectId(630af2b35e934cb195acb123),451,1848: July 10.,,true,Jul,,,,,,,,,,,,,,,MECW 7:208; ST/M81 (Pad/4) 117. -> 48:45.,Jul,10,1848,,,,Legal proceedings against the Neue Rheinische Zeitung. |G] Gerichtliche Untersuchung gegen die “Neue Rheinische Zeitung.”,M0451,,,,,true,1848,"[""recAbZ0gFhzVJd3Ob""]",true
"MEW Eb.l:3-12; MEGA I, 1.2:213.",,"Letter to father of November 1837. [G] Brief an den Vater, 10. November 1837. (W) 1837: Nov 10-11. (D) Nov 10. (P/P) 1897, in the Neuè Zeit, Jg. 16, Bd. 1, no. 1, with a prefatory note by Eleanor Marx. (S) MEW Eb.l:3-12; MEGA I, 1.2:213. (Tr) MECW 1:10; ST/M114 (WYM) 40; ST/M25 (ET) 1; ST/M80 (Pad/6) 7; ST/M99 (SW) 5; ST/13 (Delfgaauw) 135. -> 36:15; 37:1,15.",,2,"[""German""]",1,Nov,1837: Nov 10-11.,,10,,,M,"1897, in the Neuè Zeit, Jg. 16, Bd. 1, no. 1, with a prefatory note by Eleanor Marx.",,ObjectId(630af2b35e934cb195acb127),455,Nov 10.,,true,Nov,,,,,,,10,11,Nov,1837,,,,,"MECW 1:10; ST/M114 (WYM) 40; ST/M25 (ET) 1; ST/M80 (Pad/6) 7; ST/M99 (SW) 5; ST/13 (Delfgaauw) 135. -> 36:15; 37:1,15.",Nov,10,1837,,,1837,Letter to father of November 1837.,M0455,,,,"Brief an den Vater, 10. November 1837.",true,1837,"[""rec2yKyI27IKsilu6"",""rec8SK5LL17nFoNbV""]",true
"MECW 13:57, incl a facsimile of the PP article, p. 59.","ST/ ME5 (AB) 216; ST/ME44a (OB) 402; ST/M102 (SFE) 277; Saville: Ernest Jones (Lon, 1952) 274; Labour Mo., 1930, no. 3, p. 174. (+ +) In MEW 10:125-26. —Partly quoted in #M439, with small differences. -> 54:13,15.","Letter to the Labour Parliament. [E] (D) 1854: Mar 9. (P) Letter was read to the delegates at a session on Mar 10. —Mar 18, in PP. Signed; n/t. (S) MECW 13:57, incl a facsimile of the PP article, p. 59. (Re) ST/ ME5 (AB) 216; ST/ME44a (OB) 402; ST/M102 (SFE) 277; Saville: Ernest Jones (Lon, 1952) 274; Labour Mo., 1930, no. 3, p. 174. (+ +) In MEW 10:125-26. —Partly quoted in #M439, with small differences. -> 54:13,15.",,2,"[""English""]",1,,,,9,"[""Letter""]",,M,,"Letter was read to the delegates at a session on Mar 10. —Mar 18, in PP. Signed; n/t.",ObjectId(630af2b35e934cb195acb135),468,1854: Mar 9.,,true,Mar,,,,,,,,,,,,,,,,Mar,9,1854,,,,Letter to the Labour Parliament.,M0468,,,,,true,1854,"[""recmKT05kkwSTU6kn"",""rec2IgYKqswQpf4hb""]",true
,,"{D&A} The loanmongers of Europe. [E] (P) 1855: Nov 22, in NYDT, #4554, p. 4ef. Lead article; n/s. (++) Listed by Rubel; rejected by IML, not in MEW. In my opinion, the ascription of this piece to M is an absurdity; see the discussion in the preface to this volume, covering the related case of #M799.",,0,"[""English""]",1,,,true,,"[""Dubiosa""]",,M,,"1855: Nov 22, in NYDT, #4554, p. 4ef. Lead article; n/s.",ObjectId(630af2b35e934cb195acb13f),476,,,true,Nov,"Listed by Rubel; rejected by IML, not in MEW. In my opinion, the ascription of this piece to M is an absurdity; see the discussion in the preface to this volume, covering the related case of #M799.",,,,22,,,,,,,,,,,,22,,Nov,1855,,The loanmongers of Europe.,M0476,,,,,true,1855,,true
MECW 16:482.,,"Louis Napoleon and Italy. [E] (W) 1859: Aug M. (P) Aug 29, in NYDT, #5725, p. 4bcd. Lead article; n/s. (S) MECW 16:482. (++) In MEW 13:482-86. -> 59:55.",,1,"[""English""]",1,Aug,1859: Aug M.,,,"[""Journalism""]",,M,,"Aug 29, in NYDT, #5725, p. 4bcd. Lead article; n/s.",ObjectId(630af2b35e934cb195acb14f),490,,,true,Aug,In MEW 13:482-86. -> 59:55.,,,,,,M,,,,,,,,,,M,,,,1859,Louis Napoleon and Italy.,M0490,,,,,true,1859,"[""recIbPPQTB8GsVqLu""]",true
,,"{D&A} Louis Napoleon's despotism. [Untitled article] [E] (P) 1858: Feb 9, in NYDT, #5243, p. 4bcd. Lead article; n/s. (++) Listed by Rubel (""The Asiatic despotism of Napoleon III”); rejected by IML, not in MEW. In my opinion M is definitely not the author, or it was so thoroughly rewritten in NY as to be virtually the same case.",,0,"[""English""]",1,,,true,,"[""Dubiosa""]",,M,,"1858: Feb 9, in NYDT, #5243, p. 4bcd. Lead article; n/s.",ObjectId(630af2b35e934cb195acb150),491,,,true,Feb,"Listed by Rubel (""The Asiatic despotism of Napoleon III”); rejected by IML, not in MEW. In my opinion M is definitely not the author, or it was so thoroughly rewritten in NY as to be virtually the same case.",,,,9,,,,,,,,,,,,9,,Feb,1858,,Louis Napoleon's despotism. [Untitled article],M0491,,,,,true,1858,,true
,,"The maritime commerce of Austria. (E) (W) 1856: Nov D. (P) 1857: Aug 4, in NYDT, #5082, p. 3de. Lead article; n/s. (++) In MEW 12:88-94. —Sequel to #M496; note the NYDT's long delay in publishing this. -> 56:41; 57:34.",,2,"[""English""]",1,Nov,1856: Nov D.,,,"[""Journalism""]",,M,,"1857: Aug 4, in NYDT, #5082, p. 3de. Lead article; n/s.",ObjectId(630af2b35e934cb195acb157),498,,,true,Nov,In MEW 12:88-94. —Sequel to #M496; note the NYDT's long delay in publishing this. -> 56:41:57:34.,,,,,,D,,,,,,,,,,D,,,,1856,The maritime commerce of Austria. (E),M0498,,,,,true,1856,"[""recmIqWLhmVYR58kv"",""recXrrMvybokKMrr0""]",true
,,"Mass poverty in Prussia. [Fr] (W) 1867: Sep c.4. (P) Sep 6, in the Courrier Français, with some garbling. (++) This piece is not reprinted in MEW or anywhere else as far as I know. For the summary in MEW Daten (from which I derive the title at head), see Chron. Sep c.4, 1867. M corrects the garbling in his letter to E, Sep 7. —> 67:33.",,1,"[""French""]",1,Sep,1867: Sep c.4.,,,"[""Not in MEW""]",,M,,"Sep 6, in the Courrier Français, with some garbling.",ObjectId(630af2b35e934cb195acb158),498.5,,,true,Sep,"This piece is not reprinted in MEW or anywhere else as far as I know. For the summary in MEW Daten (from which I derive the title at head), see Chron. Sep c.4, 1867. M corrects the garbling in his letter to E, Sep 7. —> 67:33.",,,,,,4,,,,,,,,,,4,,,,1867,Mass poverty in Prussia.,M0498.5,,true,,,true,1867,"[""recuZLbkhZcAhgO0o""]",true
MECW 17: 505-27.,,"Extracts from Imre [von] Szabô’s work The state policy of modern Europe .... [E and G] (W) 1860: June: ms notes in English and German. (P/P) 1977, in Russian, in M-E: Sochineniia, 2nd edn. (S) MECW 17: 505-27. (++) The full title of Szabô’s book was The state policy of modern Europe, from the beginning of the sixteenth century to the present time (London, 1857), 2 vols. It was written in English, as an Urquhartite view of European diplomatic history. See MECW 17:584 n.359. ->60:35.",,1,"[""English"",""German""]",1,Jun,1860: June: ms notes in English and German.,,,"[""Notes""]",,M,"1977, in Russian, in M-E: Sochineniia, 2nd edn.",,ObjectId(630af2b35e934cb195acb07e),305.5,,,true,Jun,"The full title of Szabô’s book was The state policy of modern Europe, from the beginning of the sixteenth century to the present time (London, 1857), 2 vols. It was written in English, as an Urquhartite view of European diplomatic history. See MECW 17:584 n.359. ->60:35.",,,,,,,,,,,,,,,,,,,,1860,Extracts from Imre [von] Szabô’s work The state policy of modern Europe ....,M0305.5,,,,,true,1860,"[""rec2hCfXhcvxvFh22""]",true
MECW 16:28.,"ST/ME45d (OC) 193; ST/ M67 (MOC) 60 (“Trade and the treaty”); ST/ME2 (AJ) 185 (“The Chinese market""); ST/M58 (OCM) 333 (“The Chinese trade figures”).","The Anglo-Chinese treaty. (Untitled article) |E| (W) 1858: Sep 10. (P) Oct 5, in NYDT, #5446, p. 4cd. Lead article; n/s. (S) MECW 16:28. (Re) ST/ME45d (OC) 193; ST/ M67 (MOC) 60 (“Trade and the treaty”); ST/ME2 (AJ) 185 (“The Chinese market""); ST/M58 (OCM) 333 (“The Chinese trade figures”). (++) In MEW 12:565-69. —M’s workbook title: “China.” ->58:42.",,1,"[""English""]",1,Sep,1858: Sep 10.,,,,,M,,"Oct 5, in NYDT, #5446, p. 4cd. Lead article; n/s.",ObjectId(630af2b35e934cb195acb09a),33,,,true,Sep,In MEW 12:565-69. —M’s workbook title: “China.” ->58:42.,,,,5,,10,,,,,,,,,,10,,Oct,1858,1858,The Anglo-Chinese treaty. (Untitled article) |E|,M0033,,,,,true,1858,"[""recxQcWKPCUbJrk1C""]",true
ME:SW 1:494; MECW 12:217.,"ST/ME5 (AB) 197; ST/M3b (Al) 66; ST/ME18 (FIW1) 32; ST/ME45d (OC) 76; ST/ME2 (AJ) 102; ST/M58 (OCM) 125; ST/ M102 (SFE) 319; ST/ME41 (MER) 583; ST/ ME44b (OB) 399, omitting the first sentence.","The future results of British rule in India. [E] (D) 1853: July 22. (P) Aug 8, in NYDT, #3840, p. 5ef, under the rubric “Great Britain.” Signed. (S) ME:SW 1:494; MECW 12:217. (Re) ST/ME5 (AB) 197; ST/M3b (Al) 66; ST/ME18 (FIW1) 32; ST/ME45d (OC) 76; ST/ME2 (AJ) 102; ST/M58 (OCM) 125; ST/ M102 (SFE) 319; ST/ME41 (MER) 583; ST/ ME44b (OB) 399, omitting the first sentence. (++) In MEW 9:220-26. ->53:30.",,1,"[""English""]",1,,,,22,"[""Journalism""]",,M,,"Aug 8, in NYDT, #3840, p. 5ef, under the rubric “Great Britain.” Signed.",ObjectId(630af2b35e934cb195acb0a7),340,1853: July 22.,,true,Jul,In MEW 9:220-26. ->53:30.,,,,,,,,,,,,,,,Jul,22,1853,,,,The future results of British rule in India.,M0340,,,,,true,1853,"[""recwtVQYeEHGIYYSG""]",true
GCFI 3:366.,,"The General Council of the International Working Men’s Association to Committee members of the Russian section in Geneva. [Russian] Glavii soviet mezhdunarodiogo tovarishchestva rabochih—ulenam komiteta Russkoi sektsii v Zheneve. (D) 1870: Mar 24. (P) Apr 15, in the Narodnoye Dyelo (Geneva), no. 1. Signed. (S) GCFI 3:366. (Tr) GCFI 3:410; ME.SW 2:172; ST/M85 (Pad/3) 276 (""The GC accepts the Russian section in Geneva”). (++) In MEW 16:407-8. -> 70:17.",,1,"[""Russian""]",1,,,,24,,,M,,"Apr 15, in the Narodnoye Dyelo (Geneva), no. 1. Signed.",ObjectId(630af2b35e934cb195acb0aa),343,1870: Mar 24.,,true,Mar,In MEW 16:407-8. -> 70:17.,,,,,,,,,,,,,,"GCFI 3:410; ME.SW 2:172; ST/M85 (Pad/3) 276 (""The GC accepts the Russian section in Geneva”).",Mar,24,1870,,,,The General Council of the International Working Men’s Association to Committee members of the Russian section in Geneva. [Russian] Glavii soviet mezhdunarodiogo tovarishchestva rabochih—ulenam komiteta Russkoi sektsii v Zheneve.,M0343,,,,,true,1870,"[""recGJ6ljUENQWTX20""]",true
The 1953 edn above-mentioned.,,"Grundrisse. Commonly so called also in English; full title: Main lines of the critique of political economy. |G| Grundrisse der Kritik der politischen Ökonomie. (W) 1857-1858; unpubd ms notes; n/t. See the accompanying boxed “Guide” (p. 48) for more info. (P/P) 1939 (for the Grundrisse proper), in a rare edn; 1953, the 2nd edn, is the one to which all references apply. For full data, see #ST/M46. (S) The 1953 edn above-mentioned. (Tr) By M. Nicolaus (ST/M47), complete trans of Grundrisse proper, not of complete contents of ST/M26. —%ST/M93, of section “Pre-cap. econ. formations.” —%ST/M48, selections. (++) See the boxed “Guide"" on p. 48. Note that the title was conferred on the ms by IML publ in 1939; it may also be transd “Basic sketch . ..” or “Fundamental lines. ...” The common trans “Outlines .. .” may mislead, since the work is not an outline in the usual sense, but a compendium of rough drafts, notes, trains of thought, and digressions. The title Grundrisse . . . was suggested in the letter, M to E, Dec 8,1857; but in two other letters of 1857 (Dec 18 to E, Dec 21 to Lassalle) M uses the term Grundzüge (main points, or basic features) of political economy. Of course, it comes to the same thing. It has sometimes been said that E did not know of the existence of this ms, but see his letter to Laura Lafargue. May 22, 1883, which may refer to it. Page references in the Glossary are to the Nikolaus trans. —> Backgr.: 54:51; 57:2. Writing: 54:51; 57:3, 30. 35, 40, 44. 49. 52; 58:1, 7. 12, 17, 20, 24. M reviews notes: 58:29, 36; 59:13.",,15,"[""German""]",1,,1857-1858; unpubd ms notes; n/t. See the accompanying boxed “Guide” (p. 48) for more info.,,,"[""Book""]",,M,"1939 (for the Grundrisse proper), in a rare edn; 1953, the 2nd edn, is the one to which all references apply. For full data, see #ST/M46.",,ObjectId(630af2b35e934cb195acb0bf),361,,,true,,"See the boxed “Guide"" on p. 48. Note that the title was conferred on the ms by IML publ in 1939; it may also be transd “Basic sketch . ..” or “Fundamental lines. ...” The common trans “Outlines .. .” may mislead, since the work is not an outline in the usual sense, but a compendium of rough drafts, notes, trains of thought, and digressions. The title Grundrisse . . . was suggested in the letter, M to E, Dec 8,1857; but in two other letters of 1857 (Dec 18 to E, Dec 21 to Lassalle) M uses the term Grundzüge (main points, or basic features) of political economy. Of course, it comes to the same thing. It has sometimes been said that E did not know of the existence of this ms, but see his letter to Laura Lafargue. May 22, 1883, which may refer to it. Page references in the Glossary are to the Nikolaus trans. —> Backgr.: 54:51; 57:2. Writing: 54:51; 57:3, 30. 35, 40, 44. 49. 52; 58:1, 7. 12, 17, 20, 24. M reviews notes: 58:29, 36; 59:13.",,,,,,,,,1858,,,,,"By M. Nicolaus (ST/M47), complete trans of Grundrisse proper, not of complete contents of ST/M26. —%ST/M93, of section “Pre-cap. econ. formations.” —%ST/M48, selections.",,,,,,1857,Grundrisse. Commonly so called also in English; full title: Main lines of the critique of political economy.,M0361,,,,Grundrisse der Kritik der politischen Ökonomie.,true,1857,"[""recezKAnDheGBh48e"",""recEUdzOEFqjclix7"",""reczR740ic142lyKt"",""recmKMkdy4FvflV1q"",""recmaONFl8hU5q3i1"",""recjh5PMPXGYbfGjs"",""recHG09MKnwhk57fB"",""recsvAfzK27RPbHli"",""recE7GOFqv8c78Xqu"",""recMzivBKiqjbN0gu"",""rec5TQ9HWQb5IJ2mg"",""recm5rsQhQ7tR1qvw"",""recWIVRnap4hFOyOc"",""recanKEu7iZd4zHss"",""rec7QcDd2h3rxxJxp""]",true
"MEW 11:141-45; title + bracketed “[—Debates on Prussia in the House of Lords]"" [—Debatten über Preussen im Haus der Lords].",,"In Parliament. [G] Aus dem Parlamente. (D) 1855: Mar 21. (P) Mar 24, in NOZ. N/s. (S) MEW 11:141-45; title + bracketed “[—Debates on Prussia in the House of Lords]"" [—Debatten über Preussen im Haus der Lords]. (Tr) MECW 14:104 (“From Parliament""). -*55:13.",,1,"[""German""]",1,,,,21,"[""Journalism""]",,M,,"Mar 24, in NOZ. N/s.",ObjectId(630af2b35e934cb195acb0e2),393,1855: Mar 21.,,true,Mar,,,,,,,,,,,,,,,"MECW 14:104 (“From Parliament""). -*55:13.",Mar,21,1855,,,,In Parliament.,M0393,,,,Aus dem Parlamente.,true,1855,"[""recxsCmppqY3sPgCs""]",true
,,"The increase of lunacy in Great Britain. [Untitled article] [E] (W) 1858: July 30. (P) Aug 20, in NYDT, #5407, p. 4ef. Lead article; n/s. (++) In MEW 12:533-38. -♦58:35.",,1,"[""English""]",1,Jul,1858: July 30.,,,"[""Journalism""]",,M,,"Aug 20, in NYDT, #5407, p. 4ef. Lead article; n/s.",ObjectId(630af2b35e934cb195acb0e7),398,,,true,Jul,In MEW 12:533-38. -♦58:35.,,,,,,30,,,,,,,,,,30,,,,1858,The increase of lunacy in Great Britain. [Untitled article],M0398,,,,,true,1858,"[""rec55uw8puj7cwKn5""]",true
,ST/ME5 (AB) 297; ST/ME18 (FIWI) 181; ST/ ME45d (OC) 181; ST/ME2 (AJ) 175; ST/M58 (OCM) 316 (“The abolition of the East India Co.“).,"The India bill. [Untitled article] [E] (W) 1858: July 9. (P) July 24, in NYDT, #5384, pp. 4f, 5a. Lead article; n/s. (Re) ST/ME5 (AB) 297; ST/ME18 (FIWI) 181; ST/ ME45d (OC) 181; ST/ME2 (AJ) 175; ST/M58 (OCM) 316 (“The abolition of the East India Co.“). (++) In MEW 12:523-26; title at head is from M’s workbook. -♦ 58:32.",,1,"[""English""]",1,Jul,1858: July 9.,,,"[""Journalism""]",,M,,"July 24, in NYDT, #5384, pp. 4f, 5a. Lead article; n/s.",ObjectId(630af2b35e934cb195acb0e8),399,,,true,Jul,In MEW 12:523-26; title at head is from M’s workbook. -♦ 58:32.,,,,,,9,,,,,,,,,,9,,,,1858,The India bill. [Untitled article],M0399,,,,,true,1858,"[""reckbXGwEQc6eUZBG""]",true
,ST/ME18 (FIWI) 63; ST/M58 (OCM) 201.,"The Indian insurrection. [E] (D) 1857: Aug 14. (P) Aug 29, in NYDT, #5104, p. 6bc. N/s. (Re) ST/ME18 (FIWI) 63; ST/M58 (OCM) 201. (++) In MEW 12:260-63. -> 57:34.",,1,"[""English""]",1,,,,14,"[""Journalism""]",,M,,"Aug 29, in NYDT, #5104, p. 6bc. N/s.",ObjectId(630af2b35e934cb195acb0eb),400,1857: Aug 14.,,true,Aug,In MEW 12:260-63. -> 57:34.,,,,,,,,,,,,,,,Aug,14,1857,,,,The Indian insurrection.,M0400,,,,,true,1857,"[""recXrrMvybokKMrr0""]",true
,,"Interesting revelations. [E] (D)1857: May 26. (P) June 12, in NYDT, #5038, pp. 6f, 7ab. N/s. (++) In MEW 12:216-21. -> 57:25.",,1,"[""English""]",1,,,,26,"[""Journalism""]",,M,,"June 12, in NYDT, #5038, pp. 6f, 7ab. N/s.",ObjectId(630af2b35e934cb195acb0f6),410,1857: May 26.,,true,May,In MEW 12:216-21. -> 57:25.,,,,,,,,,,,,,,,May,26,1857,,,,Interesting revelations.,M0410,,,,,true,1857,"[""recW4HeKmjKItSqr1""]",true
