id,full_name,short_names,last_name,first_name,gabriel_desc,desc,glossary_entry,glossary_desc,mega_digital_url,mega_digital_url2,category,birth,death,nationality_full,nationality,active_in,born,orgs,link,link2,link2_note,Chronicle_Interaction,num_interactions,Chronicle_OCR 2,Chronicle_About,Notebooks_Marx,num_nb,num_pages_cumulative,ME_Library_Books_autostart,chronicle_letters_link,letters_chronicle_2,letters_chronicle_3,Notebooks_Texts,Notebooks_Texts_manual,ME_Register,Chronicle_Yearly,Chronicle_Yearly 2,chronicle_where,chronicle_published_in,MECW_Letters,ME_Register_auto,Chronicle_Yearly 3,Chronicle_Yearly 4,Chronicle_Yearly 5,Chronicle_Yearly 6,interaction_prop,num_interactions_marx,marx_interaction_prop,Padover_Letters,Padover_Letters 2,m_first_meeting_date,m_first_meeting_link,m_first_meeting_notes,m_first_meeting_year,num_letters_from_m,Geldsystem,Associates,Proudhon_Cahiers,Num_About,Imported table,N0_Nietzsche_Books_Read,N0_Nietzsche_Library,B0_Bastiat_Correspondence,JSM00_Letters
Haupt_W,,,Haupt,W,,,,,,,Person,,,,,,,,,,,51_6_1324,1,,,,0,0,,C1324,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Hausegger_Friedrich v.,,,Hausegger,Friedrich v.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,19_Hausegger_Friedrich v._Richard Wagner und Schopenhauer. Eine Darlegung der philosophischen Anschauungen Wagners an der Hand seiner Werke,,
Haushofer_Max,,,Haushofer,Max,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,542_Lehr- und Handbuch der Statistik in ihrer neuesten wissenschaftlichen Entwickelung,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hausner_Otto,,,Hausner,Otto,,,,,,,Person,,,,,,,,,,,,0,,,1500_Vergleichende Statistik von Europa,1,58,,,,,,1509_Hausner_Otto_Vergleichende Statistik,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hausrath_A.,,,Hausrath,A.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,240_Hausrath_A._D. F. Strauss und die Theologie seiner Zeit,,,
Hausser_Ludwig,,,Hausser,Ludwig,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""529_Deutsche Geschichte vom Tode Friedrichs des Großen bis zur Gründung des deutschen Bundes. 2., veränd. und verm. Aufl. Bd. 1-4""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Haussman_Georges-Eugène,,,Haussman,Georges-Eugène,"with the approval of Napoleon III and as part of his job as Prefect of the Seine, he redesigned Paris between 1850 and 1870, widening its boulevards, tearing down its warrens of poor housing, and building temples to culture, finance, and government. His designs also were aimed at making barricade fighting ineffective.",,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hautpoul_A. H.,,,Hautpoul,A. H.,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,"""959_Hautpoul_A. H._[Speech in the Legislative Assembly on February 16, 1850.] In: Le Moniteur universel No. 48, February 17, 1850""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Havemann_Wilhelm,,,Havemann,Wilhelm,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,543_Geschichte der Lande Braunschweig und Lüneburg. Bd. 1.2.,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
"Haxthausen_August Franz, Freiherr von",,,Haxthausen,"August Franz, Freiherr von",,agricultural scientist,,,,,Person,,,German,German,,,,https://en.wikipedia.org/wiki/August_von_Haxthausen,,,,0,"54_52_1934,75_22_4368",,1647_Die ländliche Verfassung Russlands,1,26,"544_Die ländliche Verfassung Rußlands. Ihre Entwickelungen und ihre Feststellung in der Gesetzgebung von 1861, ""545_Studien über die innern Zustände, das Volksleben und insbesondere die ländlichen Einrichtungen Rußlands.Theil 3.""",C1934,,,,"""1510_""""Haxthausen_August Franz, Freiherr von""""_Die ländliche...""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Haym_R.,,,Haym,R.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,"61_Haym_R._Arthur Schopenhauer,75_Haym_R._Arthur Schopenhauer",,,
Haynau_Baron Julius,,,Haynau,Baron Julius,,,Haynau_Baron Julis,"(Jakob) von (1786 to 1853) Austrian reactionary gen notorious for bloody suppression of revolution in Italy (1848) and Hungary (1849), for reprisals against civilians, flogging of women, and other demonstrations of ruling-class morality. He resigned his command in 1850 after a quarrel, and went traveling abroad: in London he was beaten up by brewery draymen, and was barely rescued from a similar attack in Brussels. -► 50:35.",,,Person,,,,,,,,,,,50_35_1272,1,,,,0,0,,C1272,,,,,,,,,,,,,,,,0.0001,0,0.0000,,,,,,,,,,,0,,,,,
"Hayter_Arthur Divett, baron Haversham",,,Hayter,"Arthur Divett, baron Haversham",,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""546_Essays on production, and its increase by the freedom of commerce, and the best distribution of capital and labour""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hebert_Jacques-Rene,,,Hebert,Jacques-Rene,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hecker_Friedrich Franz Karl,,,Hecker,Friedrich Franz Karl,public prosecutor in Cologne in 1848.,,,,,,Person,,,,,,,,,,,"48_69_6479,48_45_779,48_68_868,48_79_927",4,,,,0,0,547_Die Erhebung des Volkes in Baden für die deutsehe Republik im Frühjahr 1848. 2. und verb. Aufl.,"C779,C868,C6479,C927",,,,"""745_Hecker_Friedrich Franz Karl_Ein Wort an das deutsche Volk. In: Neue Rheinische Zeitung No. 116 (supplement), October 14, 1848""",,,,,,,,,,,,0.0005,3,0.0007,,,,,,,,,,,0,,,,,
Heckscher_Dr.,,,Heckscher,Dr.,,,,,,,,,,,,,,,,,,59_46_7273,1,,,,0,0,,,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Heeren_Arnold Hermann Ludwig,,,Heeren,Arnold Hermann Ludwig,,historian,,,,,Person,,,German,German,,,,https://en.wikipedia.org/wiki/Arnold_Hermann_Ludwig_Heeren,,,,0,,,"453_Ideen über die Politik... der alten Völker (Thl. I: Asiatische Völker),465_Handbuch für die Geschichte des Europäischen Staatensystems...,""635_De la politique et du commerce des peuples de l'antiquité, Tome III""",3,3,,,,,,"849_Heeren_Arnold Hermann Ludwig_Ideen über die Politik ... der alten Völker...,850_Heeren_Arnold Hermann Ludwig_Handbuch für die Geschichte des Europäischen Staatensystems und seiner Colonien,1511_Heeren_Arnold Hermann Ludwig_De la politique et du...",,,51_69,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Heffter_Wilhelm,,,Heffter,Wilhelm,,,,,,,Person,,,,,,,,,,,"37__66,37_14_75,37_8_7202",3,56_8_2044,,810_Das Slaventhum,1,4,,"C66,C75",,C2044,,1512_Heffter_Wilhelm_Das Slaventhum,,,,,,,,,,,,0.0004,3,0.0007,,,,,,,,,,,0,,,,,
Hegel_Georg Wilhelm Friedrich,Georg Wilhelm Friedrich Hegel,['Hegel'],Hegel,Georg Wilhelm Friedrich,"German philosopher, considered one of the world’s most important thinkers due in part to his work on the changing nature of life, which he called the dialectic. He was a major influence on Karl Marx.",philosopher,,,,,Person,1770,1831,German,German,,,,,,,"44_4_287,44_6_291,44_22_315,44_24_319,44_26_323,44_27_324,44_40_348",7,"37_6_62,40_6_119,42_8_151,42_8_152,43_18_259,58_7_2252,37_3_57","43_18_259,43_20_262,43_28_277,58_33_2309,62_31_2540,66_34_3079,67_17_3173,68_13_3283,68_29_3315,68_63_3426,52_7_1520,37_15_76,59_55_7289,70_38_3725,75_47_4408,82_7_4968","69_Phänomenologie des Geistes,1191_Hegel s Logik;,2204_,2216_Grundlinien der Philosophie des Rechts,2233_Vorlesungen über die Geschichte der Philosophie",5,4,"548_Encyklopädie der philosophischen Wissenschaften. Theil 1. Die Logik. Hrsg. von Leopold von Hennig, 550_Vorlesungen über die Geschichte der Philosophie. Bd. 3. Hrsg. von Karl Ludwig Michelet, 551_Vorlesungen über die Geschichte der Philosophie. Hrsg. von Carl Ludwig Michelet. Theil 2.3. 2. verb. Aufl., ""553_Wissenschaft der Logik. Hrsg. von Leopold von Hennig. 2., unveränd. Aufl. 1841"", ""549_Grundlinien der Philosophie des Rechts, oder Naturrecht und Staatswissenschaft im Grundrisse. Hrsg. von Eduard Gans. 2. Aufl."", 552_Vorlesungen über die Philosophie der Geschichte. Hrsg. von Eduard Gans","C287,C291,C315,C319,C324,C323,C348,C2252","C259,C262,C277,C1520,C2309,C2540,C3079,C3173,C3283,C3315,C3426","C62,C119,C151,C152,C259",,"""213_Hegel_Georg Wilhelm Friedrich_Encyclopädie der philosophischen Wissenschaften im Grundrisse, 3. Ausg"",214_Hegel_Georg Wilhelm Friedrich_Grundlinien der Philosophie des Rechts oder Naturrecht und Staatswissenschaft im Grundrisse,215_Hegel_Georg Wilhelm Friedrich_Phänomenologie des Geistes,216_Hegel_Georg Wilhelm Friedrich_Vorlesungen über die Geschichte der Philosophie,353_Hegel_Georg Wilhelm Friedrich_Werke,""354_Hegel_Georg Wilhelm Friedrich_Wissenschaft der Logik, Bd. 3-5""",,,"38_2,39_1",,,,,,,,,0.0009,7,0.0015,,,,,,,,,,,16,"1817Logik_de,1817Natur_de,1817Nature_fr,1817Geistes_de","57_Hegel_Georg Wilhelm Friedrich_unidentified work,218_Hegel_Georg Wilhelm Friedrich_Vorlesungen über die Philosophie der Geschichte",,,
Heidelberg,,,Heidelberg,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,"75_40_4398,76_25_4460",,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Heidfeld_Oscar,,,Heidfeld,Oscar,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,3502_Engels_Oscar Heidfeld,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Heilberg_Louis,,,Heilberg,Louis,,,Heilberg_Louis,"(1818 to 1852) German journalist; as an 6migr6 in Brussels in 1846, he was codirector of the journal L*Atelier Dämocratique; also a member (with M) of the Brussels CCC; writer for the DBZ in 18471848; later, a CL member. He took part in the 1848-1849 revolution in Germany; worked as journalist in Berlin and Breslau, editor of the Schlesische Voikszeitung, secy of the Arbeiter-Verbrüderung in Silesia, persecuted by police; after which he emigrated to London (end of 1850). -► 46:11. #ME28.",,,Person,,,,,,,,,,,46_11_7597,1,,,,0,0,,C460,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Heimburg_Ernst von,,,Heimburg,Ernst von,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,554_Das Grunderbrecht in seinem Verhältnisse zum Geiste unserer Zeit und in seinem Einflüsse auf den Bauernstand seines Gebietes im Herzogthum Oldenburg. Ein Vortrag gehalten im landwirtschaftlichen Vereine zu Delmenhorst.,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Heine_Heinrich,Heinrich Heine,['Heine'],Heine,Heinrich,"one of Germany’s greatest poets, he was banned from publishing because of his political views and emigrated to Paris in 1831, where he remained for the rest of his life. He was Karl and Jenny Marx’s closest friend in Paris.","poet, man of letters",Heine_Heinrich,"(1797 to 1856) German poet and man of letters (essayist, journalist, critic)—the second name in German literature after Goethe. Born in the Rhineland, of a Jewish family, Harry Heine was baptized (1825) to avoid the professional disabilities visited on Jews, taking the name Heinrich. He was early a spokesman for the politico-literary current of moderate liberal dissent called Young Germany; gained fame with Reisebilder (Vol. 1, 1826), then Buch der Lieder (1827); moved to Paris (1831). There, strongly influenced by Saint-Simonism, the high point of his radicalism came in his association (1844) with the German left-wingers around the Paris 6migr6 organ Vorwärts/ in which H. pubd some of his most outspoken political verse. This period ended with M’s expulsion from France (-* 45:8). In 1848 H.’s progressive disease laid him up in bed permanently. The defeat of the revolution turned him to disillusionment with radical aspirations, back to a promonarchist elitism; his terrible personal situation on his ""mattress-grave” turned him back to religion and protestations of belief in Christianity. He still produced great poetry, in two collections: Romanzero (1851) and ""Poems of 1853-54” in his Vermischte Schriften (1854); also volumes of collected essays and articles. —H. met M in Paris by the end of 1843, and they were close friends for over a year, associating constantly and intimately, with H. often visiting the M family to go over his poems. M (related Eleanor M later) “would even make all sorts of excuses for H.’s political vagaries. Poets, Mohr [Marx] maintained, were queer kittle-cattle, not to be judged by the ordinary, or even the extraordinary standards of conduct."" But in their letters to each other, M&E sometimes lamented H.’s backsliding in his late years, esp when it came out that he was getting a pension from the Bonaparte government. But M&E’s writings were peppered with quotes and phrases from H.’s works, to a greater extent than ed notes ever show. -» 43:30; 44:32; 45:8; 46:14; 48:30, 34; 49:29; 51:48; 52:41; 56:11, 34; 89:35. #E649.",,,Person,1797,1856,German,German,Paris,,,,,,"43_30_279,44_32_331,45_8_368,46_14_464,48_30_728,48_34_741,49_29_1097,51_48_1461,52_41_1650",9,,"56_11_2049,56_34_2104","""2211_Deutschland, ein Wintermärchen"",2225_Französische Zustände",2,0,,"C279,C331,C368,C464,C728,C741,C1097,C1461,C1650,C2049,C2104",,,,"217_Heine_Heinrich_Die Nordsee. I. Zyklus: Frieden.,""466_Heine_Heinrich_Die schleisischen Weber, Gedicht."",714_Heine_Heinrich_Atta Troll. Ein Sommernachtstraum.,715_Heine_Heinrich_Ritter Olaf (Romanze),716_Heine_Heinrich_Zur Beruhigung,746_Heine_Heinrich_Anno 1829,747_Heine_Heinrich_An Georg Herwegh. In: Zeitgedichte,748_Heine_Heinrich_Berg-Idylle. In: Die Harzreise,749_Heine_Heinrich_Deutschland. Ein Wintermärchen,750_Heine_Heinrich_Du hast Diamanten und Perlen. In: Die Heimkehr,""751_Heine_Heinrich_Kahldorf über den Adel, in Briefen an den Grafen M. von Moltke. Einleitung."",752_Heine_Heinrich_Der Tambourmajor. In: Zeitgedichte,753_Heine_Heinrich_Der Tannhäuser,""797_Heine_Heinrich_Einleitung zu """"Kahldorf über den Adel in Briefen an den Grafen M. von Moltke""""."",895_Heine_Heinrich_Der Wechselbalg. Zeitgedicht,1513_Heine_Heinrich_Französische Zustände",,,,,,"8_Marx_Heinrich Heine, 11_Marx_Heinrich Heine, 16_Marx_Heinrich Heine",,,,,,0.0012,9,0.0020,,"14,15,16",,,,,,,1_Heine_Heinrich,,2,,,,,
Heineccius_Johann G.,,,Heineccius,Johann G.,,,,,,,Person,,,,,,,,,,,,0,,,"""2465_Elementra iuris civilis secundum ordinem Pandectarum, commoda auditoribus methodo adornata""",1,0,,,,,,"""218_Heineccius_Johann G._Elementa iuris civilis secundum ordinem Pandectarum, commoda auditoribus methodo adornata"",1514_Heineccius_Johann G._Elementra iuris civilis...",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Heinrich_Christoph Gottlob,,,Heinrich,Christoph Gottlob,,,,,,,Person,,,,,,,,,,,,0,,,34_Geschichte von Frankreich,1,80,,,,,,1515_Heinrich_Christoph Gottlob_Geschichte von Frankreich,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Heinze_Max,,,Heinze,Max,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,245_Heinze_Max_Die Lehre vom Logos in der griechischen Philosophie,"""20_Heinze_Max_Der Eudämonismus in der griechischen Philosophie. I. Abhandl. Vorsokratiker, Demokrit, Sokrates. Abhandlungen derkönigl. Sächs. Gesellschaft der Wissenschaften, VIII. Bd., Nr. VI."",21_Heinze_Max_Die Lehre vom Logos in der griechischen Philosophie,22_Heinze_Max_Über den sittlichen Wert der Wissenschaft. Rede des antretenden Rektors",,
Heinzen_Karl,Karl Heinzen,['Heinzen'],Heinzen,Karl,"radical German journalist who worked with Marx on the Rheinische Zeitung in Cologne and was part of his circle in Brussels, but fell out with Marx while in exile in London and emigrated to the United States.",liberal publicist,Heinzen_Karl,"(Peter) (1809 to 1880) German, later German-American, liberal publicist, ln the early 1840s he collaborated on the RZ and Leipziger Allgemeine Ztg; friendly with M. His book Die preussische Bureaukratie (1845) enraged the Prussian authorities; he emigrated to Brussels, where at first he had relations with M’s circle. In 1847 he began publishing attacks on both the communist and “True Socialist’’ tendencies, leading i.a. to a polemic with M&E; he remained antisocialist (and also anti-Prussian) throughout his career. After brief participation in the Baden-Palatinate uprising of 1849, he emigrated to Switzerland, later to England, finally (1850) to the U.S., where he was editor of Der Pionier (NY/Boston, 1854-1879). -* 42:26; 45:13,18; 47:37,41,48; 49:40,44; 51:46; 52:7, 9, 12, 22, 43; 62:27; 72:26. #M531, M966;E152.",,,Person,1809,1880,"German,American",German,"Switzerland, England, US",,RZ,,,,"42_26_192,45_13_382,45_18_393,47_37_590,47_41_598,47_41_6469,47_41_599,47_48_618,49_40_1137",9,,"62_27_2532,49_44_1148,51_46_1455,52_7_1521,52_9_1532,52_12_1540,52_12_1542,52_12_1543,52_22_1580,52_43_1657,72_26_6975",,0,0,"556_Die Helden des teutschen Kommunismus. Dem Herrn Karl Marx gewidmet, 557_Programm der teutschen Revolutionspartei, 973_Die Opposition. Hrsg. von K. Heinzen","C192,C382,C393,C590,C598,C599,C6469,C618,C1137,C1580,C1657","C1148,C1455,C1521,C1532,C1540,C1542,C1543,C2532",,,"""717_Heinzen_Karl_Die Preußische Büreaukratie. Darmstadt, 1845"",""718_Heinzen_Karl_Ein """"Repräsentant"""" der Kommunisten. In: Deutsche-Brüsseler-Zeitung No. 84, October 21, 1847"",""719_Heinzen_Karl_Teutsche Revolution. Gesammelte Flugschriften. Bern, 1847"",""720_Heinzen_Karl_[A statement with the editorial title Karl Heinzen und die Kommunisten.] In: Deutsche-Brüsseler-Zeitung No. 77, September 26, 1847."",""960_Heinzen_Karl_Lehren der Revolution. In: Deutsche Londoner Zeitung Nos. 241 and 242, November 9 and 16, 1849."",""961_Heinzen_Karl_Der Mord. In: Die Evolution No. 4, January 26, 1849"",""1025_Struve_Gustav, Heinzen_Karl_Plan zur Revolutionirung und Republikanisirung Deutschlands (pamphlet)""",,,,,,,,,,,,0.0012,6,0.0013,,,,,,,,,2_Heinzen_Karl,,11,,,,,
Heise_Heinrich,,,Heise,Heinrich,,"publicist, left Democrat",,,,,Person,1820,1859,German,German,"Germany, Manchester",,,,,,"53_31_1779,54_11_1856,54_21_1879,59_46_7274,59_46_7273",5,,60_8_2350,,0,0,,"C1779,C1856,C1879",C2350,,,,,,,,,,,,,,,0.0007,4,0.0009,,,,,,,,,,,1,,,,,
"Helfert_Joseph Alexander, Freiherr von",,,Helfert,"Joseph Alexander, Freiherr von",,,,,,,Person,,,,,,,,,,,,0,,,,0,0,558_Revolution und Reaction im Spätjahre 1848,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Helgesen_Hans,,,Helgesen,Hans,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,559_Rapport over Frederiksstads Forsvar fra den 29 de Septbr. til den 4 de Octbr. 1850,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Heller_Hugo,,,Heller,Hugo,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,"2175_Marx_Hugo Heller, 2451_Marx_Hugo Heller",,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
"Heller_von Hellwald, Friedrich",,,Heller,"von Hellwald, Friedrich",,,,,,,Person,,,,,,,,,,,,0,,,,0,0,560_Der Winter-Feldzug 1848-1849 in Ungarn. Unter dem Oberkommando des Feldmarschalls Fürsten zu Windisch-Grätz. Im Auftr. Sr. Durchlaucht des Feldmarschalls nach offiziellen Quellen bearb. und hrsg. Mit 2 Uebersichts-Karten des Kriegsschauplatzes.,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Helmholtz_Hermann Ludwig Ferdinand von,,,Helmholtz,Hermann Ludwig Ferdinand von,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,561_Populäre wissenschaftliche Vorträge Vorträge. H. 2. Mit 25 in den Text eingedruckten Holzstichen,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Helvétius_Claude Adrien,,,Helvétius,Claude Adrien,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""562_De l’homme, de ses facultes intellectuelles et de son education. Ouvrage posthume. T. 1.2.""",,,,,"""467_Helvétius_Claude Adrien_De l'espirit, T. I-II, Paris, 1822"",""468_Helvétius_Claude Adrien_De l'homme, de ses facultés intellectuelles et de son éducation, T. I-II, Londres, 1775.""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,23_Helvétius_Claude Adrien_Diskurs über den Geist des Menschen,,
Hember,,,Hember,,,,,,,,,,,,,,,,,,,78_31_4629,1,,,,0,0,,,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Hemming_George Wirgman,,,Hemming,George Wirgman,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,563_An elementary treatise on the differential and integral calculus,,,,,,,,78_1,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Henckell_Karl,,,Henckell,Karl,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,3670_Engels_Karl Henckell,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Henderson_W. O.,,,Henderson,W. O.,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,ST_29,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hengstenberg_E. W.,,,Hengstenberg,E. W.,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,"""798_Hengstenberg_E. W., Schönlein_J. L., Ehrenberg_Ch. G., Böckh_August, Grimm_Jacob, Grimm_W. C._Adresse der Berliner Professoren an den König von Preussen, November 24. In: Preussischer Staats-Anzeiger, November 25, 1848""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hennen_J.,,,Hennen,J.,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,"""469_Hennen_J._An account of the eruptive diseases which have lately appeared in the Military- Hospitals of Edinburgh. In : The Edinburgh Medical and Surgical Journal: Exhibiting a concise view of the latest and most Important Discoveries in Medicine, Surgery, and Pharmacy, Vol. 14, Edinburgh, 1818""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hennequin,,,Hennequin,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,Unnamed record,0,,,,,
Hentze_A.,,,Hentze,A.,,,Hentze_A.,"German army lieutenant, member of the CL who in the 1850 split went with the Willich-Schapper group. At the Cologne Communist trial (1852) he testified for the prosecution; it is not clear whether he was a police spy to begin with, or a case like H. W. * Haupt. -►52:39.",,,Person,,,,,,,,,,,52_39_1637,1,,,,0,0,,C1637,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Hepner_Adolf,Adolf Hepner,['Hepner'],Hepner,Adolf,,"Social-Democrat, bookdealer, journalist",,,,,Person,1846,1923,German,German,"Berlin, US",,"SDWP,Volksstaat",,,,"72_48_7418,71_17_3888,72_41_7467,72_52_7504,72_52_7502,73_12_4156,73_23_4178,73_27_4183,73_39_4212,74_22_4287,75_17_4358,82_5_4966,82_25_5009,82_29_5017",14,,"83_14_5120,83_3_5087,70_65_3825",,0,0,,,,,,,,,,,,"2117_Engels_Adolf Hepner, 2120_Engels_Adolf Hepner, 2126_Engels_Adolf Hepner, 2155_Engels_Adolf Hepner, 2660_Engels_Adolf Hepner",,,,,,0.0019,8,0.0017,,,,,,,,,,,3,,,,,
Heraclitus,,,Heraclitus,,,,,,,,Person,,,,,,,,,,,,0,,57_53_2234,,0,0,,C2234,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,1,,,,,
Herder_J. G.,,,Herder,J. G.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,"1_Herder_J. G._Der Cid,3_Herder_J. G._Der Cid,11_Herder_J. G._Der Cid,27_Herder_J. G._Der Cid,28_Herder_J. G._Der Cid,51_Herder_J. G._NA",,,
Héritier_Louis,,,Héritier,Louis,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,3676_Engels_Louis Héritier,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Herkner_Heinrich,,,Herkner,Heinrich,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,564_Die oberelsässische Baumwollindustrie und ihre Arbeiter. Auf Grund der Thatsachen dargestellt,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Herman_Alfred,,,Herman,Alfred,,,,,,,,,,,,,,,,,,"71_39_7672,72_36_7479",2,,,,0,0,,,,,,,,,,,,,,,,,,0.0003,1,0.0002,,,,,,,,,,,0,,,,,
Hermann,,,Hermann,,,,,,,,Person,,,,,,,,,,,"65_24_2890,65_24_2892",2,76_9_4422,"59_12_7134,59_12_7207,59_44_7269,59_46_7272,59_50_7282,59_50_7281,60_7_2347",,0,0,,"C2347,C2890,C2892",,,,,,,,,,,,,,,,0.0003,2,0.0004,,,,,,,,,,,7,,,,,
Hermann_Karl Friedrich,,,Hermann,Karl Friedrich,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,24_Hermann_Karl Friedrich_Geschichte und System der platonischen Philosophie. Teil I: Historisch-kritische Grundlegung,,
Hermann_Ludimar,,,Hermann,Ludimar,,,,,,,Person,,,,,,,,,,,,0,,,1601_Grundriss der Physiologie des Menschen,1,2,"""565_Grundriss der Physiologie des Menschen. 5., verm. und verb. Aufl. Mit in den Text eingedruckten Holzschnitten""",,,,,1516_Hermann_Ludimar_Grundriss der Physiologie der Menschen,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Hermes_Georg,,,Hermes,Georg,,,,,,,Person,,,,,,,,,,,,0,,40_12_126,,0,0,,C126,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,1,,,,,
Hermes_J. T.,,,Hermes,J. T.,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,"""799_Hermes_J. T._Sophiens Reise von Memel nach Sachsen, Bd. 1-6, Leipzig, 1778""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
